Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2007-02-12,165.00999081487,167.11275842045,163.01965138435,167.11275842045,48691.112800272
2007-02-13,168.30287378149,170.51536407127,167.11275842045,168.99578004752,35284.818081727
2007-02-14,171.98805292041,171.98805292041,168.99578004752,170.20152713343,6129.6625547506
2007-02-15,171.38502907241,171.38502907241,162.00178560701,165.00999081487,10265.623365893
2007-02-16,165.00999081487,169.99981776054,165.00999081487,165.00999081487,12514.950774995
2007-02-19,168.71290594933,168.71290594933,163.39601522169,167.80325980573,41767.80616365
2007-02-20,167.80325980573,167.89735076506,165.00999081487,165.00999081487,13079.290158674
2007-02-21,166.98710340127,167.48701798713,164.49023596283,165.00999081487,25731.199187257
2007-02-22,165.19847334364,166.98710340127,164.49023596283,166.50041565954,50699.090322753
2007-02-23,166.98710340127,166.98710340127,163.91186214251,164.49023596283,72068.5929454
2007-02-26,167.598844942,167.598844942,164.58613058273,164.58613058273,8192.9587203784
2007-02-27,164.58613058273,165.00999081487,154.60016387942,155.01049665735,21049.63595221
2007-02-28,151.6950679337,160.10102798442,151.6950679337,160.10102798442,53306.65055802
2007-03-01,162.00178560701,163.91186214251,157.51217385729,160.00693702508,23426.553135012
2007-03-02,159.50461755847,163.99272625772,157.01225927144,162.51552825718,23222.231049854
2007-03-05,157.51217385729,161.90559037702,153.60243897836,160.21105127872,26369.148055765
2007-03-06,158.09265194827,162.51552825718,158.09265194827,162.3135182742,9752.5875625477
2007-03-07,162.51552825718,165.00999081487,162.00178560701,165.00999081487,22637.370234041
2007-03-08,165.00999081487,169.47976229841,165.00999081487,168.08553268373,18926.55996254
2007-03-09,169.79389984634,174.48522096895,168.50939291588,169.99981776054,40402.238690568
2007-03-12,169.99981776054,174.00093810797,169.99981776054,172.09356706331,13763.635308528
2007-03-13,172.49007177693,172.49007177693,171.98805292041,172.1942714447,52757.925307486
2007-03-14,168.99578004752,172.49007177693,165.98306568825,172.49007177693,15917.939564488
2007-03-15,171.98805292041,173.89812945591,171.98805292041,172.49007177693,19754.55513733
2007-03-16,173.00140954634,174.89765801753,171.98805292041,171.98805292041,55696.505165429
2007-03-19,174.39774343168,174.39774343168,169.99981776054,171.98805292041,4060.1207358652
2007-03-20,171.98805292041,173.00140954634,168.99578004752,171.90298026389,6790.8095639311
2007-03-21,169.99981776054,172.09356706331,169.99981776054,171.98805292041,38262.656331575
2007-03-22,172.49007177693,173.89812945591,171.98805292041,172.49007177693,8858.5669104574
2007-03-23,173.89812945591,173.89812945591,169.99981776054,172.40079057909,7639.3261708552
2007-03-26,170.09450994007,171.98805292041,170.09450994007,171.49024260521,5344.0485984979
2007-03-27,170.29561809276,171.98805292041,170.29561809276,171.98805292041,13024.86375171
2007-03-28,171.90298026389,172.49007177693,169.99981776054,172.49007177693,9212.338555721
2007-03-29,170.20152713343,172.49007177693,170.20152713343,172.09356706331,7317.2289099725
2007-03-30,171.98805292041,176.0002958413,171.49024260521,171.49024260521,42005.587105548
2007-04-02,174.00093810797,174.79244448473,170.09450994007,174.79244448473,5687.5595276942
2007-04-03,175.00287155034,175.00287155034,170.99964693226,173.89812945591,2949.2866921002
2007-04-04,174.00093810797,176.0002958413,174.00093810797,175.00287155034,15085.483208799
2007-04-05,175.00287155034,175.50068186554,174.00093810797,175.00287155034,3872.7511381219
2007-04-10,175.00287155034,176.99772013227,175.00287155034,176.4981061565,21511.36817522
2007-04-11,177.11706233947,186.5180418004,177.11706233947,185.89908561743,28314.669045668
2007-04-12,186.5180418004,186.57155039708,176.99772013227,180.51034907739,10111.712624889
2007-04-13,181.00815939259,185.00236570786,181.00815939259,183.00781773602,23108.917055028
2007-04-16,185.00236570786,185.00236570786,183.1956990446,183.98720542137,19509.636305994
2007-04-17,183.38688706421,184.39964246995,182.19857536373,183.98720542137,37407.894071394
2007-04-18,184.39964246995,195.00877389754,184.39964246995,185.48664856885,21658.587144876
2007-04-19,185.98415827395,186.5180418004,177.99784991408,182.49016715464,12083.108464005
2007-04-20,180.61345833954,183.98720542137,180.61345833954,183.00781773602,9765.0788690642
2007-04-23,183.00781773602,184.89955705581,181.00815939259,183.98720542137,65576.236383585
2007-04-24,184.09241895417,184.89955705581,181.97432023381,183.98720542137,78336.105989914
2007-04-25,179.01331081066,179.01331081066,175.18894919835,177.99784991408,31783.683312461
2007-04-26,179.01331081066,179.01331081066,175.6891643943,177.99784991408,11185.072749105
2007-04-27,175.00287155034,177.99784991408,175.00287155034,176.99772013227,1610.932422504
2007-04-30,175.00287155034,179.99480276666,163.48830252046,179.99480276666,21269.126052423
2007-05-02,179.91003072023,179.99480276666,175.00287155034,175.50068186554,3916.9168290183
2007-05-04,175.00287155034,179.01331081066,175.00287155034,179.01331081066,6830.0679558394
2007-05-07,178.51309561471,178.51309561471,176.99772013227,176.99772013227,4517.391777977
2007-05-08,176.99772013227,176.99772013227,171.11387876787,171.98805292041,11819.898790984
2007-05-09,169.99981776054,171.98805292041,164.58613058273,165.98306568825,17168.85468847
2007-05-10,165.38665526231,165.98306568825,155.68747058841,158.09265194827,13301.903085517
2007-05-11,155.09586992397,157.98503353472,154.89385994099,157.98503353472,16289.555933346
2007-05-14,167.48701798713,167.48701798713,157.98503353472,160.00693702508,21696.507182515
2007-05-15,162.00178560701,163.48830252046,158.09265194827,158.09265194827,16458.188571315
2007-05-16,161.90559037702,161.90559037702,158.1870435177,158.40889376686,47257.289259445
2007-05-17,159.00500358271,160.99534301323,158.09265194827,158.50057984545,51447.676477548
2007-05-18,158.50057984545,163.99272625772,158.1870435177,160.50925649169,40177.395173279
2007-05-21,164.49023596283,165.00999081487,161.2938488363,162.00178560701,7068.2950158278
2007-05-22,164.49023596283,164.49023596283,160.00693702508,160.21105127872,20490.203867518
2007-05-23,160.99534301323,163.48830252046,160.00693702508,162.00178560701,3920.931891827
2007-05-24,163.48830252046,171.98805292041,163.01965138435,171.98805292041,40318.368489675
2007-05-25,170.51536407127,175.00287155034,170.51536407127,173.00140954634,36488.890806272
2007-05-28,177.49808459058,177.49808459058,173.48816088526,175.08768390969,9464.9590521084
2007-05-29,177.39293187485,177.97998446496,173.71468987858,175.00506391876,29622.411460857
2007-05-30,169.00745344979,175.00506391876,169.00745344979,174.00581268299,9485.0459770915
2007-05-31,175.20845931462,179.01498762409,175.00506391876,179.01498762409,25568.869999237
2007-06-01,177.97998446496,177.97998446496,175.58760996391,175.58760996391,28769.833089345
2007-06-04,177.39293187485,177.39293187485,168.80165456328,171.50978764786,42213.788792579
2007-06-05,171.99409101288,171.99409101288,167.98837341619,171.01496901126,22740.630961595
2007-06-06,169.08376427777,169.08376427777,162.09441348129,162.09441348129,6735.8155110504
2007-06-08,160.290593752,162.00037690979,158.5032980209,160.51051314604,45845.951205663
2007-06-11,164.0072915986,167.39020468184,163.50345987208,167.39020468184,13124.796784057
2007-06-12,164.99542669015,167.90755604324,164.0072915986,164.0072915986,2166.7096415268
2007-06-13,160.99872218337,163.00173119988,159.00712974742,161.09065570055,5985.0108927875
2007-06-14,163.00173119988,167.01616145017,163.00173119988,167.01616145017,24464.98187738
2007-06-15,167.50196699685,168.41198864242,167.50196699685,167.50196699685,8292.7753853081
2007-06-18,167.90755604324,167.90755604324,163.50345987208,167.31419429018,17686.314259698
2007-06-19,164.99542669015,167.01616145017,163.58187375439,167.01616145017,3326.8411533373
2007-06-20,167.98837341619,168.70942060977,164.99542669015,167.01616145017,6583.6012572887
2007-06-21,167.50196699685,167.50196699685,159.00712974742,159.00712974742,47487.276164851
2007-06-22,164.9146093172,164.9146093172,161.30997422193,164.0072915986,48291.199540293
2007-06-25,164.08330199026,164.08330199026,162.00037690979,164.0072915986,30924.490575882
2007-06-26,163.50345987208,166.89057906395,163.50345987208,166.59284666027,82587.615256696
2007-06-27,167.01616145017,170.10314474771,163.00173119988,170.10314474771,79271.933506127
2007-06-28,169.99618941399,169.99618941399,164.0072915986,166.31013607312,31926.604944491
2007-06-29,164.0072915986,166.31013607312,163.00173119988,164.0072915986,18451.849289615
2007-07-02,166.79473987447,166.79473987447,162.00037690979,164.0072915986,24599.341086712
2007-07-03,162.00037690979,164.0072915986,160.99872218337,160.99872218337,2430.0715468627
2007-07-04,159.99286134832,163.00173119988,158.0956059202,160.99872218337,7434.8405004675
2007-07-05,160.99872218337,162.00037690979,158.0956059202,160.90228212123,2092.6112071441
2007-07-06,160.90228212123,160.99872218337,156.78029566456,158.5032980209,16635.991271129
2007-07-09,159.0990632646,161.89041721277,158.5032980209,161.89041721277,25269.351628931
2007-07-10,161.69994057913,162.40776857417,159.00712974742,159.99286134832,83592.854258077
2007-07-11,159.49083223978,159.99286134832,156.99991462228,156.99991462228,72512.906437319
2007-07-12,156.99991462228,156.99991462228,150.11120999656,151.09453810681,12430.681931858
2007-07-13,151.29853437533,153.39768301766,151.00530851661,153.39768301766,1564.54826814
2007-07-16,151.00530851661,153.89460470857,145.98712048558,146.41464138411,6061.3412077244
2007-07-17,145.49861101193,145.49861101193,139.00828496067,141.70560233734,26092.022801023
2007-07-18,143.504314649,145.98712048558,141.70560233734,142.50326079524,9845.7178745683
2007-07-19,142.99597637753,144.79949567048,142.50326079524,144.00213764891,19104.451163516
2007-07-20,144.00213764891,151.00530851661,143.504314649,151.00530851661,44077.409054912
2007-07-23,153.39768301766,155.88860063516,153.01672975038,155.59747783075,3238.458683411
2007-07-24,155.99615684154,155.99615684154,153.01672975038,154.70157669272,74849.685377038
2007-07-25,151.3991805461,155.00621913201,151.3991805461,155.00621913201,14435.357045186
2007-07-26,153.89460470857,153.99795480632,144.00213764891,149.51063777157,1023.0940458136
2007-07-27,142.50326079524,147.20538980641,137.99130798138,147.01281011846,3834.3707912475
2007-07-30,146.89624082216,149.99253764595,141.00438394158,149.99253764595,1491.7889620895
2007-07-31,152.00425931605,152.00425931605,149.00890909937,149.99253764595,1728.3683007812
2007-08-01,147.98502208448,149.00890909937,145.00589542965,145.38865131491,11729.871437998
2007-08-02,147.98502208448,155.00621913201,147.01281011846,155.00621913201,4408.8568457684
2007-08-03,152.00425931605,158.89747048673,152.00425931605,158.89747048673,27644.965290283
2007-08-06,150.11120999656,155.99615684154,150.11120999656,155.00621913201,7416.0927038165
2007-08-07,154.49517693356,158.70669341676,154.49517693356,158.70669341676,9802.8657679376
2007-08-08,158.89747048673,158.89747048673,155.00621913201,158.00126891237,14829.507150969
2007-08-09,156.18422998453,157.68761338316,155.69842443785,155.69842443785,1233.7835700824
2007-08-10,148.2899649601,155.00621913201,147.30843946783,152.00425931605,5938.14140116
2007-08-13,153.99795480632,155.79907060863,152.00425931605,155.50794780422,5432.8436438034
2007-08-14,150.11120999656,156.99991462228,149.99253764595,155.00621913201,13625.630780306
2007-08-16,149.99253764595,150.11120999656,142.40652029677,142.40652029677,13743.474073541
2007-08-17,142.31038067096,155.00621913201,129.99609634984,145.98712048558,6123.8338632275
2007-08-20,146.48614523081,149.51063777157,142.00814172231,147.01281011846,14701.843583297
2007-08-21,142.99597637753,145.00589542965,137.09540684335,145.00589542965,4145.4949404321
2007-08-22,145.00589542965,153.99795480632,145.00589542965,153.01672975038,11832.537943468
2007-08-23,149.99253764595,150.11120999656,147.98502208448,149.99253764595,1802.9131112745
2007-08-24,149.70111440521,151.00530851661,149.70111440521,151.00530851661,1363.2326421967
2007-08-27,149.99253764595,153.01672975038,149.51063777157,152.00425931605,1607.4003747709
2007-08-28,147.08912094645,152.00425931605,147.08912094645,150.19863696878,41679.476588026
2007-08-29,146.60511801775,152.00425931605,146.60511801775,149.99253764595,1925.6665417277
2007-08-30,148.80491283085,153.49832918843,148.80491283085,151.00530851661,10264.418666442
2007-08-31,149.99253764595,153.99795480632,149.99253764595,153.99795480632,1449.82960768
2007-09-03,152.10250199618,154.90767601556,151.00530851661,152.5014814433,275.41406032592
2007-09-04,150.59280943461,152.00425931605,150.59280943461,151.79575650257,1702.924862469
2007-09-05,154.79080628293,154.79080628293,152.00425931605,153.20480289337,1899.3303511941
2007-09-06,151.19548471391,151.48871057264,151.00530851661,151.48871057264,502.61950069206
2007-09-07,152.00425931605,152.91157703465,151.48871057264,151.48871057264,3770.5390074115
2007-09-10,147.98502208448,150.19863696878,147.91111474713,149.00890909937,1528.3918031701
2007-09-11,145.98712048558,153.01672975038,145.98712048558,153.01672975038,2146.1763404328
2007-09-12,150.11120999656,150.50538246239,149.99253764595,150.11120999656,699.91774163863
2007-09-13,147.98502208448,151.58935674341,147.80385897709,149.80206101231,2064.0431360568
2007-09-14,148.70216360576,153.01672975038,148.4957638466,151.58935674341,3799.5534546098
2007-09-17,152.10250199618,152.10250199618,151.00530851661,151.48871057264,11828.074182361
2007-09-18,149.99253764595,155.00621913201,148.2899649601,155.00621913201,2797.8854621116
2007-09-19,155.00621913201,155.00621913201,153.29222986559,154.79080628293,981.13469140417
2007-09-20,154.11182017564,155.00621913201,151.79575650257,155.00621913201,873.55804871608
2007-09-21,153.01672975038,158.00126891237,151.48871057264,158.00126891237,2290.8022003122
2007-09-24,158.00126891237,158.00126891237,151.09453810681,151.09453810681,1674.3567913818
2007-09-25,151.3991805461,153.01672975038,149.00890909937,151.29853437533,17890.754518416
2007-09-26,151.09453810681,151.09453810681,148.4957638466,148.4957638466,2887.1606842594
2007-09-27,149.59596168948,149.59596168948,147.70291236999,148.80491283085,6310.8654536272
2007-09-28,148.80491283085,149.9048102374,147.98502208448,149.00890909937,4414.213359097
2007-10-01,149.00890909937,149.00890909937,145.10173461913,146.1950224264,15434.793157131
2007-10-02,144.00213764891,145.29221125276,142.99597637753,145.29221125276,1410.1021338243
2007-10-03,143.09211600334,147.98502208448,142.00814172231,142.00814172231,2343.0282052687
2007-10-04,141.19726406586,145.10173461913,141.19726406586,145.10173461913,4604.8159583825
2007-10-05,142.19831791962,143.80715447031,141.49770039652,142.90193980603,7480.3708637632
2007-10-08,142.40652029677,144.49485323119,142.00814172231,144.49485323119,20298.953635853
2007-10-09,144.49485323119,146.79589508772,143.504314649,146.79589508772,20495.359124578
2007-10-10,147.01281011846,147.98502208448,144.6066155462,147.01281011846,30307.152414731
2007-10-11,147.01281011846,147.01281011846,142.90193980603,142.90193980603,2355.5267363693
2007-10-12,142.79198010901,142.90193980603,141.00438394158,142.50326079524,8732.9022304965
2007-10-15,145.88587344215,145.88587344215,141.00438394158,142.00814172231,2341.6890769364
2007-10-16,139.99852310653,139.99852310653,137.99130798138,139.00828496067,728.48581272594
2007-10-17,139.00828496067,141.00438394158,137.01218597976,138.89652264566,2858.1462370614
2007-10-18,137.99130798138,144.00213764891,136.9028271554,143.89217795189,6105.9788187976
2007-10-19,144.30227354324,149.99253764595,143.504314649,149.99253764595,159325.47158216
2007-10-22,147.01281011846,147.01281011846,143.89217795189,145.00589542965,8579.3488484023
2007-10-23,145.10173461913,147.01281011846,144.19471733686,145.00589542965,74410.897660179
2007-10-24,144.90705187686,144.90705187686,142.10247873014,143.89217795189,18744.67201826
2007-10-25,145.00589542965,145.00589542965,142.10247873014,143.504314649,11531.680444829
2007-10-26,144.49485323119,144.49485323119,141.593539586,141.593539586,9165.4406818026
2007-10-29,142.00814172231,142.00814172231,139.00828496067,139.5034040336,1678.3741763784
2007-10-30,139.40726440779,139.60014453207,133.69897412524,133.69897412524,7292.0001450313
2007-10-31,130.09674252062,133.29128202453,127.99999736894,132.79375946096,38137.928525425
2007-11-02,132.79375946096,135.80262931252,129.99609634984,133.89846384879,9389.0751132829
2007-11-05,134.50083869177,137.99130798138,134.50083869177,134.99836125534,17508.656567624
2007-11-06,138.49994668919,138.49994668919,134.99836125534,135.9994151091,35945.775445586
2007-11-07,135.9994151091,135.9994151091,124.39716489165,134.99836125534,9531.9154687191
2007-11-08,132.49122007598,132.49122007598,126.1045445588,129.60823304696,16163.725345967
2007-11-09,129.99609634984,129.99609634984,123.59980687008,125.39881961808,5343.1220455452
2007-11-12,117.50155023033,122.50171208152,117.50155023033,121.99818079133,17934.053001158
2007-11-13,121.00103260987,125.99879097041,121.00103260987,124.00088937151,3357.6411049782
2007-11-14,129.10410088411,129.99609634984,124.09732943366,124.09732943366,9939.4568578234
2007-11-15,125.99879097041,127.00465180546,117.70134039022,119.99727482913,9177.4928367924
2007-11-16,117.09836467459,118.20066557178,114.99921603226,115.5012451408,20897.990376464
2007-11-19,115.59978825725,116.99801894015,113.10196060414,113.10196060414,12258.827129223
2007-11-20,113.10196060414,113.99996479648,110.00145767172,112.50138837915,34083.047935472
2007-11-21,111.99785708896,111.99785708896,103.99723760347,105.00099538421,73639.113364714
2007-11-22,102.49896162247,111.99785708896,97.000676335049,111.99785708896,38984.704007497
2007-11-23,111.0007089075,111.99785708896,110.00145767172,111.0007089075,1913.1680106271
2007-11-26,113.00101399704,113.89931862571,106.30038251432,106.3992260671,31188.745233439
2007-11-27,106.49987223787,106.49987223787,101.99693251393,102.40011806968,71278.230115013
2007-11-28,103.60096208333,106.90065430298,103.00069029467,105.00099538421,5975.6369944616
2007-11-29,106.99739480145,107.99844865521,106.00265011063,106.99739480145,2002.4432327749
2007-11-30,107.99844865521,113.99996479648,106.00265011063,113.99996479648,7633.924245857
2007-12-03,111.99785708896,114.90097335214,111.0007089075,111.0007089075,1268.1545306093
2007-12-04,110.00145767172,111.0007089075,106.1973328529,107.99844865521,827.58130930996
2007-12-05,107.49912347365,112.50138837915,106.60081884498,111.30084480183,1482.8614398747
2007-12-06,111.30084480183,114.39714162562,111.0007089075,113.59918273138,6128.7440004455
2007-12-07,113.50094005126,113.99996479648,112.50138837915,113.19840066628,4184.7760381777
2007-12-10,113.89931862571,113.89931862571,111.09925202396,111.99785708896,379.86607023881
2007-12-11,111.09925202396,111.09925202396,108.29888498587,110.00145767172,4015.1531160965
2007-12-12,105.49851794778,108.50047776374,105.49851794778,107.30173680441,2128.767672114
2007-12-13,106.09909017277,106.09909017277,104.19883038135,104.19883038135,1429.7426826968
2007-12-14,105.00099538421,105.49851794778,103.99723760347,104.79699911569,4778.902641571
2007-12-17,103.10133646544,105.00099538421,100.49805566027,101.49760733238,2018.0663966507
2007-12-18,99.600051467924,101.49760733238,98.997075752289,101.00218782312,9692.6108685852
2007-12-19,100.10178014013,101.00218782312,96.797280939192,97.000676335049,9010.5481713759
2007-12-20,97.500902825599,98.398907017944,96.497145044862,97.901985327031,12251.685111451
2007-12-21,97.948552958283,97.948552958283,96.40070498272,97.798935665614,5137.3426584945
2007-12-27,97.099519887837,97.850009841827,97.099519887837,97.500902825599,7927.6397267234
2007-12-28,97.702495603472,98.997075752289,96.40070498272,98.997075752289,14320.638384726
2008-01-02,98.997075752289,101.19717100172,98.997075752289,100.49805566027,710.18439218565
2008-01-03,101.00218782312,104.49956714834,99.998730478711,104.49956714834,6522.447730117
2008-01-04,104.79699911569,106.99739480145,104.49956714834,106.00265011063,27258.849954494
2008-01-07,105.00099538421,106.99739480145,98.997075752289,98.997075752289,2850.5578431788
2008-01-08,98.997075752289,101.99693251393,98.002331061472,101.90079288812,6967.484712524
2008-01-09,99.998730478711,99.998730478711,91.100407237207,95.000671681842,21257.76952172
2008-01-10,95.000671681842,95.000671681842,91.050835242648,92.699930261644,21508.186519845
2008-01-11,94.649161174969,94.649161174969,88.996752049922,90.000209394328,25766.168240183
2008-01-14,90.000209394328,90.000209394328,83.00154507159,86.503130505439,38770.889850451
2008-01-15,84.997644052499,88.001706922774,84.997644052499,86.503130505439,25163.114114575
2008-01-16,78.050654778635,85.900755662465,78.050654778635,80.998836491407,93467.140203734
2008-01-17,84.997644052499,84.997644052499,78.998531401869,78.998531401869,7643.7445202933
2008-01-18,76.200567854427,83.50147112581,76.200567854427,83.00154507159,34239.279574229
2008-01-21,82.502219890033,82.502219890033,76.695386491025,76.99762543967,15518.711865949
2008-01-22,76.850111201316,79.997482201316,72.999418751239,78.998531401869,6045.2716677374
2008-01-23,82.502219890033,84.997644052499,80.102935353377,82.047359285412,27583.365387002
2008-01-24,83.50147112581,84.997644052499,80.501614364164,84.500421925256,38051.331559939
2008-01-25,85.199236830372,85.900755662465,82.502219890033,84.901203990357,5596.2173003339
2008-01-28,82.502219890033,83.00154507159,80.998836491407,82.199980941388,9896.158375082
2008-01-29,82.70140917726,85.900755662465,82.70140917726,84.500421925256,83617.851320279
2008-01-30,86.948978020139,86.948978020139,83.996289762407,84.997644052499,21406.412766596
2008-01-31,85.998998342591,85.998998342591,82.000190781499,83.996289762407,14921.907005892
2008-02-01,85.802212546008,86.503130505439,81.050811976611,81.85057348883,25134.546043488
2008-02-04,82.047359285412,83.949121258494,78.998531401869,79.39931346697,20288.686985306
2008-02-05,79.39931346697,79.498157019758,78.001683656737,78.550580832854,49485.255636519
2008-02-06,76.050049252767,82.452647895474,76.050049252767,82.452647895474,71287.604013339
2008-02-07,82.399470664947,82.399470664947,79.498157019758,79.997482201316,6842.9457776278
2008-02-08,79.797992477757,80.199074979189,79.797992477757,80.199074979189,25281.850160032
2008-02-11,80.853124871037,80.853124871037,78.599551954752,79.948210643087,449.05436740339
2008-02-12,79.997482201316,81.249700827509,78.899687849082,81.249700827509,34683.423804414
2008-02-13,80.501614364164,81.249700827509,78.001683656737,78.501008838295,9872.5004412127
2008-02-14,80.199074979189,80.199074979189,78.599551954752,79.997482201316,27407.49319937
2008-02-15,79.498157019758,79.997482201316,78.899687849082,79.900741702843,18679.947482203
